OTU	90543_ID2592_1-A-HOBBS-A001-A03_S91_L001_R1_001	90544_ID2592_2-B-HOBBS-A001-B03_S92_L001_R1_001	90545_ID2592_3-C-HOBBS-A001-C03_S93_L001_R1_001	90546_ID2592_4-D-HOBBS-A001-D03_S94_L001_R1_001	90547_ID2592_5-A-RROSE-A001-E03_S95_L001_R1_001	90548_ID2592_6-C-RROSE-1-A001-F03_S96_L001_R1_001	90549_ID2592_7-C-RROSE-2-A001-G03_S97_L001_R1_001	90550_ID2592_8-D-RROSE-A001-H03_S98_L001_R1_001	90551_ID2592_9-A-DENVER-A001-A04_S99_L001_R1_001	90552_ID2592_10-B-DENVER-A001-B04_S100_L001_R1_001	90553_ID2592_11-C-DENVER-A001-C04_S101_L001_R1_001	90554_ID2592_12-D-DENVER-A001-D04_S102_L001_R1_001	90555_ID2592_13-A-KSW2-A001-E04_S103_L001_R1_001	90556_ID2592_14-B-KSW2-A001-F04_S104_L001_R1_001	90557_ID2592_15-C-KSW2-A001-G04_S105_L001_R1_001	90558_ID2592_16-D-KSW2-A001-H04_S106_L001_R1_001	90559_ID2600_1-SB1-A001-A03_S219_L004_R1_001	90560_ID2600_2-SB2-A001-B03_S220_L004_R1_001	90561_ID2600_3-SB3-A001-C03_S221_L004_R1_001	90562_ID2600_4-SB4-A001-D03_S222_L004_R1_001	90563_ID2600_5-SB5-A001-E03_S223_L004_R1_001	90564_ID2600_6-SB6-A001-F03_S224_L004_R1_001
Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Pseudonocardia;Pseudonocardia cypriaca	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00017	0	0	0	0	0
Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Pseudonocardia;Pseudonocardia dioxanivorans	0.01815	0.02871	0.04573	0.02035	0.03113	0.0315	0.0501	0.0413	0.05855	0.02348	0.01736	0.02316	0.06639	0.06114	0.05549	0.04612	0.04238	0.04356	0.05387	0.03015	0.03308	0.02801
Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Pseudonocardia;Pseudonocardia endophytica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3e-05
Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Pseudonocardia;Pseudonocardia eucalypti	0	0	0	0	0	0	0	0	1e-04	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Pseudonocardia;Pseudonocardia halophobica	0	0	0.00016	8e-05	0.00015	0.00017	0.00024	0.00011	0.00029	0	0	8e-05	0.00021	0	0	0	0	0	7e-05	8e-05	0	8e-05
Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Pseudonocardia;Pseudonocardia hydrocarbonoxydans	0.00016	2e-04	0.00016	0.00024	0.00023	6e-05	0	0.00056	0.00107	0.00019	0.00038	0.00032	0.00105	8e-05	7e-05	0.00034	0.00017	0	0.00063	0	5e-04	0.00028
Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Pseudonocardia;Pseudonocardia kongjuensis	0	0.00013	0	0	8e-05	0	0	0	1e-04	0	0	0	0	8e-05	0	8e-05	0	0	0	0	0	0
Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Pseudonocardia;Pseudonocardia lutea	0	0	0	0	0	0	8e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Pseudonocardia;Pseudonocardia mongoliensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00026	0	0	0	0	0
Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Pseudonocardia;Pseudonocardia nigra	0	0	0	0	0	0	0	0	0	0	0	0	0	8e-05	7e-05	0	0	0	0	0	0	3e-05
Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Pseudonocardia;Pseudonocardia oroxyli	0	0	0	8e-05	0	0	0	0	0.00029	0	0	0	7e-05	0	7e-05	0.00017	0	0.00041	0	0	0.00025	0
Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Pseudonocardia;Pseudonocardia petroleophila	0	0	0	8e-05	8e-05	0.00017	0	0.00022	1e-04	0	0	0.00016	0	8e-05	7e-05	0	9e-05	2e-04	0	0	8e-05	3e-05
Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Pseudonocardia;Pseudonocardia saturnea	0	0	0	0	0	0	8e-05	0	1e-04	0	0	0	7e-05	8e-05	0	0	0	0	7e-05	0	0	0
Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Pseudonocardia;Pseudonocardia sp.	0	2e-04	0.00016	8e-05	0	6e-05	0.00016	0.00011	0	0	0	0	7e-05	0.00023	0	0	0	0	0	0	0	6e-05
Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Pseudonocardia;Pseudonocardia sp. AL040410-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7e-05	0	0	0	0	0	0	0
Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Pseudonocardia;Pseudonocardia sp. AL041005-10	0.00264	0.00543	0.00632	0.00383	0.00525	0.00548	0.00887	0.00636	0.01541	0.00826	0.00453	0.00274	0.01378	0.00861	0.00769	0.00848	0.01086	0.01023	0.01255	0.00672	0.00675	0.00628
Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Pseudonocardia;Pseudonocardia sp. AL050512-19	0	0	0	0	0	6e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Pseudonocardia;Pseudonocardia sp. ANG1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8e-05	0	0	0	0	0	0
Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Pseudonocardia;Pseudonocardia sp. BB03-B	0	0	0	0	0	6e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Pseudonocardia;Pseudonocardia sp. CC010326-12	0	0	0	0	0	0	0	0	0.00029	0.00028	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Pseudonocardia;Pseudonocardia sp. CC011018-07	0	0	0	0	0	6e-05	0	0	0	0	0	0	0	0.00023	0	0	0	0	0	0.00015	0	0
Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Pseudonocardia;Pseudonocardia sp. CC011020-02	0	7e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Pseudonocardia;Pseudonocardia sp. CC011213-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6e-05
Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Pseudonocardia;Pseudonocardia sp. CC020605-04	0	0	0	0	0	0	8e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Pseudonocardia;Pseudonocardia sp. CC050511-02	0	0	0	0	0	0	0	0	0	0	0	0	7e-05	8e-05	0	0	0	0	0	0	0	0
Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Pseudonocardia;Pseudonocardia sp. CC050513-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8e-05	0	0
Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Pseudonocardia;Pseudonocardia sp. CC061023-05	0	0	0	0	0	0	0	0	0	0.00028	0	0	7e-05	8e-05	0	0.00017	0	0	0	0	0	0
Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Pseudonocardia;Pseudonocardia sp. CC981030-01	0	0	0	0	0	0	0	0.00011	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Pseudonocardia;Pseudonocardia sp. CC981103-01	0	0	0	0	0	6e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Pseudonocardia;Pseudonocardia sp. CNJ888 PL04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9e-05	0	0	0	0	0
Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Pseudonocardia;Pseudonocardia sp. CNS139 PL04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4e-05	0
Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Pseudonocardia;Pseudonocardia sp. EC080525-03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7e-05	0	0	0	0	0	0	0
Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Pseudonocardia;Pseudonocardia sp. EC080610-09	0	0	8e-05	0	0	0	0	0	0	0	0	8e-05	7e-05	0	0	0	0	0	0.00021	8e-05	4e-05	3e-05
Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Pseudonocardia;Pseudonocardia sp. EC080619-01	0	0	8e-05	0	0	6e-05	0	0	0	9e-05	0	0	0	0	0	8e-05	9e-05	2e-04	0	0	4e-05	0
Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Pseudonocardia;Pseudonocardia sp. EC080625-04	0.00047	7e-05	0	0.00033	8e-05	0.00017	0.00048	0.00011	0.00048	0.00028	0	8e-05	0.00028	0.00038	8e-04	0.00034	0	2e-04	0.00028	0.00015	0.00038	0.00034
Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Pseudonocardia;Pseudonocardia sp. H57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9e-05	0.00041	0	0	0	0
Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Pseudonocardia;Pseudonocardia sp. H58	0	0	0	0	0	0	0.00024	0	0	0	0	0	0.00014	0	7e-05	0	0	0	0	0	0	0
Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Pseudonocardia;Pseudonocardia sp. HH130629-09	0.00248	0.00671	0.00672	0.00439	0.0045	0.00519	0.00766	0.00759	0.01328	0.0051	0.00325	0.00355	0.0135	0.00869	0.00718	0.00729	0.00712	0.00573	0.00994	0.00458	0.0052	0.00628
Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Pseudonocardia;Pseudonocardia sp. HH130630-07	0.00543	0.00953	0.01303	0.00749	0.0078	0.01073	0.01541	0.01429	0.02094	0.01466	0.00966	0.00904	0.02225	0.018	0.01581	0.01467	0.01789	0.01554	0.02003	0.01428	0.0122	0.01314
Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Pseudonocardia;Pseudonocardia sp. I12A-02004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9e-05	0	0	0	0	0
Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Pseudonocardia;Pseudonocardia sp. I12A-02602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4e-05	0
Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Pseudonocardia;Pseudonocardia sp. L1B47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3e-05
Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Pseudonocardia;Pseudonocardia sp. M71_S78	0	0	0	0	0	0	0	0	0	0	0	0	7e-05	0	0	0	0	0	0	0	0	0
Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Pseudonocardia;Pseudonocardia sp. S010	0	0	0	0	0	6e-05	8e-05	0	0	0	0	0	0	8e-05	0	8e-05	0	0	7e-05	0	0	0
Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Pseudonocardia;Pseudonocardia sp. S053	0	0	8e-05	8e-05	0	0.00011	0	0.00011	0	0.00028	0.00015	0.00024	0.00028	8e-05	7e-05	0	9e-05	0	0.00021	0.00015	0.00013	3e-05
Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Pseudonocardia;Pseudonocardia sp. S073	0	0.00013	0	0.00016	0	0	0	0	0.00029	0	0	0	0	0	0	0	0	0	0	8e-05	8e-05	0
Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Pseudonocardia;Pseudonocardia sp. SES030329-01	0	0	8e-05	0	0	0	0.00016	0	0	0	0	0	0	0	0	8e-05	0	0	0	0	0	0
Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Pseudonocardia;Pseudonocardia sp. SES030404-01	0	0	0	0	0	6e-05	0	0	0	0	0	0	0	0	0	8e-05	0	0.00041	0	0	4e-05	0
Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Pseudonocardia;Pseudonocardia sp. SP030401-02	0	7e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Pseudonocardia;Pseudonocardia sp. TFS 701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8e-05	0	0
Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Pseudonocardia;Pseudonocardia sp. TY-7	0	0	0	8e-05	0	6e-05	8e-05	0.00011	0.00039	0	0	0	0.00035	8e-05	0.00022	0.00025	0.00017	2e-04	0.00028	0.00038	0.00025	2e-04
Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Pseudonocardia;Pseudonocardia sp. UGM030406-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4e-05	0
Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Pseudonocardia;Pseudonocardia sp. W101	0	0.00013	0	0	0	0	0	0.00022	0.00019	0	0	0	7e-05	0.00015	7e-05	8e-05	9e-05	0.00082	0	0	4e-05	0
Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Pseudonocardia;Pseudonocardia sp. YIM 68245	0	0	0	0	0	6e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Pseudonocardia;Pseudonocardia spinosa	0	0	0.00024	0.00016	0	0	0	0	1e-04	0	8e-05	0	0	0	0	0	0	0	0	0.00015	0	6e-05
Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Pseudonocardia;Pseudonocardia spinosispora	0	0	0	0	0	0	0	0	1e-04	9e-05	8e-05	0	7e-05	0	0.00015	0	9e-05	0	0	0	0	0
Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Pseudonocardia;Pseudonocardia sulfidoxydans	0	0.00013	0.00032	8e-05	8e-05	0.00017	8e-05	0	1e-04	0	8e-05	8e-05	0	0	7e-05	8e-05	0.00052	0	0.00042	8e-05	0.00013	3e-05
Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Pseudonocardia;Pseudonocardia tetrahydrofuranoxydans	0	0	0	0	0	0.00017	8e-05	0.00011	0	9e-05	0.00023	8e-05	7e-05	0	0.00015	0	0	0.00041	0.00021	8e-05	8e-05	0
Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Pseudonocardia;Pseudonocardia thermophila	0	0	8e-05	0	8e-05	0	8e-05	0.00011	1e-04	0	0	0	0	8e-05	0.00022	0	9e-05	0	7e-05	0.00015	4e-05	3e-05
Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Pseudonocardia;Pseudonocardia yunnanensis	0	0	0	8e-05	8e-05	6e-05	0	0	0.00029	9e-05	0	8e-05	7e-05	8e-05	7e-05	0.00017	9e-05	0	0.00014	0	4e-05	0
Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Pseudonocardia;Pseudonocardia zijingensis	0.00016	0.00047	0.00096	0.00033	8e-05	0.00056	0.00056	0.00078	1e-04	0.00028	0.00015	4e-04	0.00042	0.00162	8e-04	0.00042	0.00043	0.00102	0.00035	0	0	8e-05
Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Pseudonocardia;uncultured Pseudonocardia sp.	0.00047	0.00027	0.00056	0	0.00045	0.00028	0.00032	0.00011	0.00155	0.00065	0.00045	0.00024	0.00098	0.00031	0.00022	0.00034	0.00017	0.00041	0.00056	0.00023	0.00017	0.00062
Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Pseudonocardia;unkn. Pseudonocardia(g)	0.08796	0.16161	0.18541	0.11426	0.12016	0.1561	0.25815	0.20872	0.31951	0.16971	0.11293	0.12249	0.35701	0.2925	0.25857	0.2271	0.27463	0.26689	0.32013	0.19017	0.17861	0.16277
Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Saccharomonospora;Saccharomonospora viridis	0.00031	0.00087	0.00056	9e-04	0.00023	0.00062	0.00129	0.00033	0.00039	0.00028	0	0.00048	0.00042	0.002	0.00435	0.00034	0.00052	0.00716	0.00014	0.00061	0.00067	8e-05
Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Saccharomonospora;unkn. Saccharomonospora(g)	0.00016	0.00107	0.0012	0.00114	0.00105	0.00164	0.00452	0.00212	0.00107	0.0013	3e-04	0.00129	0.00147	0.00592	0.01603	0.00178	0.00226	0.00143	0.00071	0.00053	0.00096	0.00082
Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Saccharopolyspora;Saccharopolyspora erythraea	0.0045	0.00476	0.00392	0.00431	0.00353	0.00593	0.00791	0.00592	0.00562	0.00585	0.00581	0.00516	0.00637	0.01023	0.0095	0.01136	0.00486	0.00634	0.00508	0.00435	0.00302	0.00729
Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Saccharopolyspora;Saccharopolyspora pathumthaniensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6e-05
Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Saccharopolyspora;Saccharopolyspora pogona	0	0	0	0	8e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	7e-05	8e-05	8e-05	0
Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Saccharopolyspora;Saccharopolyspora rectivirgula	0	0	0	0	0	0	0	0	0	0	0	0	7e-05	0	0	0	0	0	0	0	0	0.00011
Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Saccharopolyspora;Saccharopolyspora sp. AH1-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8e-05	0	0	0	0	0	0
Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Saccharopolyspora;Saccharopolyspora spinosa	0	7e-05	0	0	8e-05	0	0	0.00011	0	0	0	8e-05	0	0	0.00015	8e-05	0	2e-04	0	8e-05	4e-05	8e-05
Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Saccharopolyspora;unkn. Saccharopolyspora(g)	0.00698	0.01523	0.01567	0.01017	0.01155	0.01694	0.02202	0.01909	0.01396	0.01661	0.01163	0.01388	0.01532	0.02461	0.02655	0.02102	0.02145	0.02045	0.01213	0.01137	0.01249	0.01809
Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Saccharothrix;Saccharothrix espanaensis	0.00434	0.00617	0.00608	0.00464	0.00263	0.00751	0.01476	0.00982	0.00708	0.00928	0.00309	0.00331	0.01399	0.01184	0.01516	0.00687	0.04195	0.00961	0.00705	0.01275	0.01467	0.0071
Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Saccharothrix;Saccharothrix mutabilis	0	0	0	0	0	0.00011	0.00016	0.00011	0	0	0	0	0	0	0	0	9e-05	0	0	0	4e-05	6e-05
Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Saccharothrix;Saccharothrix sp.	0	0	8e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Saccharothrix;Saccharothrix sp. 14-28-C4	0	0	0	0	0	0	0	0	0	0	0	0	7e-05	0	0	0	0	0	0	8e-05	0	0
Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Saccharothrix;Saccharothrix sp. CB00851	0	0	0	0	0.00015	6e-05	0.00016	0	0	0	0	8e-05	7e-05	0	0	0	9e-05	0	0	0	0.00017	0
Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Saccharothrix;Saccharothrix sp. ID05-A0145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3e-05
Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Saccharothrix;Saccharothrix sp. NRRL B-16348	0	0	0	0	8e-05	0.00017	0	0	1e-04	9e-05	0	0	7e-05	0.00031	0	8e-05	0.00043	0	0	0	0.00013	0.00011
Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Saccharothrix;Saccharothrix syringae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00041	0	0	0	0
Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Saccharothrix;uncultured Saccharothrix sp.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4e-05	0
Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Saccharothrix;unkn. Saccharothrix(g)	0.00931	0.01831	0.01631	0.01449	0.0117	0.02501	0.03679	0.02891	0.0222	0.02338	0.01087	0.01622	0.03484	0.03061	0.03793	0.02187	0.07382	0.02311	0.01699	0.02351	0.02579	0.01654
Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Streptoalloteichus;Streptoalloteichus hindustanus	0	0	0	0	0	0	0	0	0	0	0	0	0	8e-05	0	0	0	0	0	0	0	0
Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Streptoalloteichus;unkn. Streptoalloteichus(g)	0	0	8e-05	0	8e-05	0.00011	0.00016	0.00011	0	9e-05	0	0	0	8e-05	7e-05	8e-05	0.00043	0.00041	7e-05	0	4e-05	0.00017
Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Yuhushiella;Yuhushiella deserti	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7e-05	0	0	0	0	0	0	0
Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;unkn. Pseudonocardiaceae(f);Pseudonocardiaceae bacterium TD-015	0	0	0	0	0	0	0	0	0	0	0	0	0	8e-05	0	0	0	0	0	0	0	0
Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;unkn. Pseudonocardiaceae(f);uncultured Pseudonocardiaceae bacterium	0	0	0	0	8e-05	0	8e-05	0	0	0	0	0	7e-05	0	0	0	0	2e-04	0	0	0	0
Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;unkn. Pseudonocardiaceae(f);unkn. Pseudonocardiaceae(f)	0.33911	0.55936	0.63754	0.43167	0.48295	0.85704	1.30931	0.92016	0.80254	0.72767	0.44598	0.57095	1.05012	1.43948	1.89044	0.89009	1.5676	0.95958	0.84694	0.66432	0.72077	0.58758
Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;unkn. Pseudonocardiaceae(f);unkn. unkn. Pseudonocardiaceae(f)(g)	0.00248	0.00584	0.0068	0.00496	0.0036	0.00869	0.01234	0.0077	0.00872	0.00733	0.00355	0.00589	0.01042	0.01192	0.01835	0.0061	0.0145	0.01432	0.00585	0.00382	0.00537	0.00353
Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;unkn. Pseudonocardiales(o);unkn. Pseudonocardiales(o);uncultured Pseudonocardineae bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00015	0	0	0	0	0	0	0
Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;unkn. Pseudonocardiales(o);unkn. Pseudonocardiales(o);unkn. Pseudonocardiales(o)	0.22789	0.34771	0.39464	0.27842	0.34862	0.55354	0.75687	0.60629	0.4937	0.46247	0.31878	0.37536	0.62399	0.79765	1.02268	0.58373	0.83248	0.57755	0.5345	0.42583	0.4469	0.38142
Bacteria;Actinobacteria;Actinobacteria;Streptomycetales;Streptomycetaceae;Kitasatospora;Kitasatospora aburaviensis	0	0	0	0	0	0	0	0	0	0	8e-05	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Actinobacteria;Actinobacteria;Streptomycetales;Streptomycetaceae;Kitasatospora;Kitasatospora albolonga	0.00217	0.00121	0.00056	0.00114	0.0018	0.00124	0.00121	0.00201	0.00136	0.00111	0.00106	0.00153	0.00119	0.00038	0.00109	0.00068	0.00651	0.00614	0.00204	0.00649	0.00151	0.0151
Bacteria;Actinobacteria;Actinobacteria;Streptomycetales;Streptomycetaceae;Kitasatospora;Kitasatospora aureofaciens	0.00078	0.00101	0.00112	0.00049	0.00128	0.00102	0.00177	0.00078	0.00174	0.00084	0.00106	0.00153	0.00119	0.001	0.00152	0.0017	0.00113	0.00245	0.00099	0.00069	0.00096	0.00223
Bacteria;Actinobacteria;Actinobacteria;Streptomycetales;Streptomycetaceae;Kitasatospora;Kitasatospora azatica	0	7e-05	8e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4e-05	0
Bacteria;Actinobacteria;Actinobacteria;Streptomycetales;Streptomycetaceae;Kitasatospora;Kitasatospora cystarginea	0	0	0	0	0	0	0	0	0	0	0	8e-05	0	0	0	0	0	0	0	0	0	0
Bacteria;Actinobacteria;Actinobacteria;Streptomycetales;Streptomycetaceae;Kitasatospora;Kitasatospora kifunensis	0	0	0	0	0	0	0	0	0	0	0	0	7e-05	0	0	0	0	0	0	0	0	0
