OTU	90543_ID2592_1-A-HOBBS-A001-A03_S91_L001_R1_001	90544_ID2592_2-B-HOBBS-A001-B03_S92_L001_R1_001	90545_ID2592_3-C-HOBBS-A001-C03_S93_L001_R1_001	90546_ID2592_4-D-HOBBS-A001-D03_S94_L001_R1_001	90547_ID2592_5-A-RROSE-A001-E03_S95_L001_R1_001	90548_ID2592_6-C-RROSE-1-A001-F03_S96_L001_R1_001	90549_ID2592_7-C-RROSE-2-A001-G03_S97_L001_R1_001	90550_ID2592_8-D-RROSE-A001-H03_S98_L001_R1_001	90551_ID2592_9-A-DENVER-A001-A04_S99_L001_R1_001	90552_ID2592_10-B-DENVER-A001-B04_S100_L001_R1_001	90553_ID2592_11-C-DENVER-A001-C04_S101_L001_R1_001	90554_ID2592_12-D-DENVER-A001-D04_S102_L001_R1_001	90555_ID2592_13-A-KSW2-A001-E04_S103_L001_R1_001	90556_ID2592_14-B-KSW2-A001-F04_S104_L001_R1_001	90557_ID2592_15-C-KSW2-A001-G04_S105_L001_R1_001	90558_ID2592_16-D-KSW2-A001-H04_S106_L001_R1_001	90559_ID2600_1-SB1-A001-A03_S219_L004_R1_001	90560_ID2600_2-SB2-A001-B03_S220_L004_R1_001	90561_ID2600_3-SB3-A001-C03_S221_L004_R1_001	90562_ID2600_4-SB4-A001-D03_S222_L004_R1_001	90563_ID2600_5-SB5-A001-E03_S223_L004_R1_001	90564_ID2600_6-SB6-A001-F03_S224_L004_R1_001
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium contig00039	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium contig00040	0	0	0	1	7	4	4	0	0	0	2	2	12	3	0	8	7	6	4	2	3	0
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium contig00041	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium contig00042	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium contig00043	0	0	0	0	3	1	0	0	0	0	1	0	0	2	1	2	0	0	0	1	1	0
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium contig00044	0	0	0	0	1	0	0	0	0	0	4	0	0	1	1	5	0	0	0	1	0	2
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium contig00046	2	0	0	2	0	1	1	0	0	2	1	0	1	3	0	2	6	6	0	2	8	3
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium contig00047	1	1	2	0	1	2	3	2	0	1	5	3	0	1	0	1	0	0	3	3	4	10
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium contig00049	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium contig00052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium contig00055	0	4	0	0	3	3	6	2	1	1	7	1	1	0	1	0	9	11	2	6	6	17
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium contig00056	0	0	1	0	1	1	2	0	0	0	0	0	0	0	0	1	6	0	2	0	2	1
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium contig00057	5	8	11	3	20	200	114	21	4	4	8	9	5	6	10	9	23	0	3	4	6	7
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium contig00058	0	0	0	0	0	1	2	0	0	1	0	0	0	0	0	2	15	0	1	0	1	2
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium contig00060	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium contig00061	0	4	1	1	2	1	1	0	0	0	7	1	0	9	2	2	1	10	4	10	7	11
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium contig00062	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	7	0	0	5
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium contig00064	0	0	0	0	0	1	1	0	0	0	0	0	0	0	2	2	13	0	0	0	0	0
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium contig00066	3	10	5	4	5	9	4	6	5	5	11	10	6	10	2	18	6	4	7	6	24	13
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium contig00067	0	1	0	1	1	2	1	0	0	0	0	1	2	0	0	9	4	8	1	0	5	0
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium contig00068	1	2	3	5	1	1	6	3	3	0	0	1	0	1	1	9	10	4	7	27	38	31
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium contig00069	4	2	4	2	5	9	6	4	5	4	6	2	29	3	2	39	3	7	14	13	17	20
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium contig00070	0	0	3	0	1	0	1	0	1	0	0	0	0	0	0	1	0	2	1	0	1	4
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium contig00071	2	1	3	2	12	13	3	2	1	3	6	2	1	6	6	8	6	0	2	3	11	20
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium contig00079	0	1	2	5	1	1	3	3	2	0	0	0	3	1	7	2	2	1	4	1	2	0
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium contig00080	0	0	1	0	0	1	0	0	0	0	0	0	1	1	0	0	1	0	1	0	1	0
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium contig00081	5	4	4	7	1	2	6	1	1	3	5	4	4	6	7	11	6	1	0	0	7	9
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium contig00082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium contig00084	2	0	1	2	5	10	9	2	0	4	5	0	27	10	3	15	5	10	9	16	11	19
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium contig00085	5	1	0	0	3	7	6	2	0	0	1	0	0	1	0	3	0	0	0	0	0	0
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium contig00086	0	2	1	2	4	3	3	3	0	0	4	3	5	7	4	11	11	1	9	3	2	8
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium contig00087	0	0	0	0	0	0	1	0	0	0	2	0	2	0	1	1	2	0	0	4	1	2
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium contig00088	0	2	0	1	9	5	7	2	1	0	4	4	0	2	1	10	13	3	11	7	12	11
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium contig00090	0	2	0	1	4	4	4	0	1	1	1	2	1	3	3	4	3	5	3	6	1	15
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium contig00092	15	47	70	18	30	190	92	48	68	52	20	35	108	250	154	70	30	9	23	25	44	35
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium contig00095	0	4	0	2	7	12	12	2	2	1	2	2	5	2	4	9	75	20	8	4	28	10
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium contig00096	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium contig00100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium contig00101	0	0	1	1	2	5	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium contig00104	0	1	1	0	1	1	2	1	0	0	0	1	3	1	1	8	1	1	10	3	2	7
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium contig00105	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium contig00106	0	0	0	0	0	0	1	0	0	0	4	0	6	3	0	12	4	6	0	3	1	0
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium contig00107	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium contig00112	0	2	0	1	1	2	5	0	0	1	0	0	1	1	2	2	23	11	17	3	4	4
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium contig00114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	1
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium contig00116	1	5	3	1	4	7	4	4	1	3	0	5	7	5	2	9	11	4	10	11	18	19
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium contig00117	0	0	2	5	0	0	3	3	0	6	5	3	19	5	3	17	0	2	23	16	24	30
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium contig00119	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium contig00120	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium contig00121	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	1	3	0	4	5
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium contig00122	0	6	3	6	1	5	10	0	3	10	3	3	24	4	2	16	38	3	18	21	36	25
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium contig00124	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium contig00125	0	0	1	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	3	2	1	6
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium contig00126	0	1	1	1	0	3	2	2	0	1	5	2	5	3	0	18	0	4	8	0	1	3
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium contig00128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium contig00129	0	0	0	0	1	1	0	0	0	1	1	0	4	3	0	4	3	4	4	3	8	10
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium contig00130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium contig00131	7	8	14	13	20	24	19	13	8	16	25	15	17	27	16	47	86	34	105	82	115	221
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium contig00137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium contig00138	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	2
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium contig00141	4	6	5	2	8	4	8	3	2	0	6	5	5	5	3	18	11	2	7	16	7	7
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium contig00142	4	2	4	1	2	2	4	3	3	4	3	5	11	21	10	19	3	1	13	1	14	23
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium contig00144	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	4
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium contig00145	0	1	4	0	4	1	3	1	1	0	3	6	0	0	2	4	3	6	0	1	2	4
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium contig00146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium contig00147	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium contig00148	1	3	5	0	7	11	10	8	5	5	12	9	7	5	3	7	3	0	4	0	2	7
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium contig00149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium contig00151	0	1	0	0	0	0	2	1	0	0	1	0	0	2	2	3	7	3	6	6	8	17
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium contig00155	0	1	0	0	2	0	1	0	0	1	4	0	0	1	2	0	18	4	6	0	2	2
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium contig00156	2	7	1	2	1	1	3	1	2	1	2	2	1	1	5	5	2	3	2	0	2	5
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium contig00159	3	2	2	4	6	12	13	11	3	1	3	3	1	15	8	11	6	2	20	10	8	22
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium contig00163	2	0	1	0	2	2	2	0	1	0	2	2	0	3	0	1	1	1	1	5	3	6
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium contig00164	0	0	0	0	4	2	3	0	0	1	3	0	9	2	1	11	5	2	29	9	26	23
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium contig00165	0	0	0	0	0	2	0	0	0	0	2	0	1	0	0	2	0	0	1	0	0	0
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium contig00167	0	0	0	0	0	5	0	0	0	1	0	2	0	0	0	0	0	2	0	0	0	1
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium contig00170	0	1	1	2	0	0	1	0	0	0	1	0	0	3	0	1	1	0	1	2	21	30
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium contig00172	1	0	2	1	3	2	0	1	0	0	1	1	0	1	0	0	2	5	3	6	5	20
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium contig00173	2	2	1	5	6	9	16	5	0	3	6	5	4	2	10	16	25	5	6	13	24	23
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium contig00174	2	0	2	3	0	1	1	2	0	0	0	1	3	1	0	4	1	1	2	3	6	5
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium contig00175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium contig00179	0	5	7	5	7	10	8	7	3	5	7	7	11	6	7	10	7	3	15	5	14	18
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium contig00180	0	1	1	2	0	0	0	0	0	0	0	1	0	2	1	1	0	1	1	0	0	6
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium contig00182	3	0	1	3	2	3	5	2	1	5	1	3	9	7	2	8	8	1	13	3	26	17
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium contig00185	8	7	10	6	15	44	29	28	5	14	11	14	11	10	23	13	30	7	8	4	11	20
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium contig00187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium contig00189	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium contig00191	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	1	0	0	0
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium contig00192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	1	0	0	0
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium contig00193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium contig00198	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium contig00199	0	0	0	2	0	0	0	0	0	0	0	1	2	2	0	0	3	0	0	1	0	6
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium contig00200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium contig00203	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium contig00206	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	2	3	3	24	3
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium contig00216	1	0	1	1	0	2	1	0	0	1	0	0	0	1	0	2	0	0	2	0	1	4
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium contig00219	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	1	4	2	6
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium contig00228	0	0	0	0	2	1	2	0	0	1	0	0	0	0	0	2	2	1	2	0	0	3
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium contig00229	0	0	0	0	1	3	1	0	1	0	1	0	2	1	0	7	7	1	1	0	1	1
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium contig00232	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	3	4	2	0	2	4	0
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium contig00237	8	1	9	5	16	9	8	5	3	3	10	8	0	8	0	15	0	0	2	3	4	3
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium contig00244	0	0	0	0	0	0	1	0	0	1	1	0	1	4	0	1	0	0	0	0	0	0
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium contig00248	126	113	183	272	106	44	70	68	105	187	44	53	52	151	92	29	7	0	2	8	13	12
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium contig00254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium contig00270	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium contig00273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
Bacteria;unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);unkn. Bacteria(d);uncultured bacterium contig00276	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	0	3	1	2
